ID,Season,Location,Fjord,Treatment,Sex,Maturity,Age,Fulton,name,value,Type
F_206,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,5,0.8218589457402558,Linolenic,1.7468989561,FA
F_206,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,5,0.8218589457402558,Docosahexaenoic,6.8658174556,FA
F_206,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,5,0.8218589457402558,Eicosapentaenoic,2.6045424191,FA
F_206,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,5,0.8218589457402558,Arachidonic,0.3034221712,FA
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,w3,28.649952328100003,FA index
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,w6,18.775449772200002,FA index
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,SFA,16.961611532,FA index
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,MFA,46.1849681823,FA index
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,PUFA,36.853420286,FA index
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,Oleic,38.2574485123,FA
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,Linoleic,17.2283882452,FA
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,Linolenic,6.6564064309,FA
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,Docosahexaenoic,5.9799779405,FA
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,Eicosapentaenoic,5.2703045002,FA
F_207,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,4,1.027342552697875,Arachidonic,0.3673141968,FA
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,w3,13.7169726713,FA index
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,w6,0.8049767873000001,FA index
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,SFA,18.0143261103,FA index
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,MFA,58.9916648921,FA index
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,PUFA,22.994008997699996,FA index
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,Oleic,49.5565622782,FA
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,Linoleic,0.0329984747,FA
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,Linolenic,8.5050580138,FA
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,Docosahexaenoic,7.1148492673,FA
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,Eicosapentaenoic,6.3185438663,FA
F_212,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,5,1.055803845996146,Arachidonic,0.5011280607,FA
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,w3,27.694998579599996,FA index
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,w6,17.781325318799997,FA index
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,SFA,16.218349007999997,FA index
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,MFA,48.33985780969999,FA index
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,PUFA,35.441793182199994,FA index
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,Oleic,39.9657748849,FA
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,Linoleic,16.4625407249,FA
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,Linolenic,6.4280100087,FA
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,Docosahexaenoic,6.3273258103,FA
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,Eicosapentaenoic,4.7571551329,FA
F_213,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,4,0.9093232661199092,Arachidonic,0.3362322306,FA
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,w3,29.545139882699996,FA index
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,w6,19.3989837157,FA index
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,SFA,17.624188335799996,FA index
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,MFA,43.700051191300005,FA index
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,PUFA,38.675760472899995,FA index
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,Oleic,36.4810988468,FA
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,Linoleic,17.8963981046,FA
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,Linolenic,7.6280349791,FA
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,Docosahexaenoic,6.4542843007,FA
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,Eicosapentaenoic,5.0099846603,FA
F_214,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.9349087191951878,Arachidonic,0.4202590735,FA
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,w3,31.752627937300005,FA index
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,w6,17.504222956800003,FA index
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,SFA,18.1071968387,FA index
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,MFA,42.2655311991,FA index
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,PUFA,39.6272719625,FA index
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,Oleic,33.6590927654,FA
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,Linoleic,15.8814203933,FA
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,Linolenic,6.2518414617,FA
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,Docosahexaenoic,9.1066648257,FA
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,Eicosapentaenoic,6.5952678055,FA
F_217,Q220,Bergsfjord,Bergsfjord,Impact,female,immature,3,1.0303999182942796,Arachidonic,0.4824704518,FA
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,w3,28.3438973191,FA index
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,w6,17.68254191,FA index
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,SFA,18.468333951899996,FA index
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,MFA,44.8150630169,FA index
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,PUFA,36.716603031400005,FA index
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,Oleic,33.5788544135,FA
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,Linoleic,16.117122918,FA
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,Linolenic,6.8072867203,FA
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,Docosahexaenoic,6.5785494925,FA
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,Eicosapentaenoic,5.4790350586,FA
F_218,Q220,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.9546434674265208,Arachidonic,0.4769516611,FA
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,w3,16.602694622599998,FA index
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,w6,3.667018218900001,FA index
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,SFA,27.137809422100005,FA index
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,MFA,53.86183221789999,FA index
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,PUFA,19.00035836,FA index
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,Oleic,22.5968157929,FA
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,Linoleic,1.9530010637,FA
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,Linolenic,0.6836465822,FA
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,Docosahexaenoic,9.0112000944,FA
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,Eicosapentaenoic,5.4052333819,FA
F_220,Q220,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.8157566659881946,Arachidonic,0.6275940412,FA
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,w3,11.5271884555,FA index
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,w6,3.5061060242000006,FA index
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,SFA,39.712698733500005,FA index
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,MFA,46.6362241254,FA index
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,PUFA,13.6510771411,FA index
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,Oleic,15.9557631743,FA
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,Linoleic,1.9143968517,FA
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,Linolenic,0.5321795131,FA
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,Docosahexaenoic,5.8686148647,FA
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,Eicosapentaenoic,3.4958649249,FA
F_225,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.7630284256559767,Arachidonic,0.7699410959,FA
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,w3,5.5392850845999995,FA index
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,w6,2.7764258154,FA index
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,SFA,38.5805249859,FA index
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,MFA,54.5153592442,FA index
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,PUFA,6.904115769900001,FA index
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,Oleic,16.497610804,FA
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,Linoleic,1.8420852172,FA
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,Linolenic,0.4304900871,FA
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,Docosahexaenoic,1.9392244203,FA
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,Eicosapentaenoic,1.55158433,FA
F_226,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9793856803320118,Arachidonic,0.2782010331,FA
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,w3,14.1723240821,FA index
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,w6,5.2404998816,FA index
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,SFA,43.0066573877,FA index
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,MFA,39.1427691147,FA index
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,PUFA,17.8505734976,FA index
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,Oleic,14.0780005827,FA
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,Linoleic,2.038773552,FA
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,Linolenic,0.4765230859,FA
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,Docosahexaenoic,5.3716425511,FA
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,Eicosapentaenoic,6.3985182918,FA
F_238,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.8660567658935933,Arachidonic,1.855248592,FA
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,w3,12.572896838499998,FA index
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,w6,4.5267698336999995,FA index
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,SFA,35.2519709567,FA index
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,MFA,49.09011513589999,FA index
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,PUFA,15.6579139075,FA index
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,Oleic,21.5013098445,FA
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,Linoleic,2.1118888068,FA
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,Linolenic,0.6701360421,FA
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,Docosahexaenoic,2.0797590032,FA
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,Eicosapentaenoic,8.0864855997,FA
F_239,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.8757201646090536,Arachidonic,0.9534258726,FA
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,w3,16.100700557899998,FA index
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,w6,4.450443645299999,FA index
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,SFA,46.3323099154,FA index
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,MFA,34.533352894100005,FA index
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,PUFA,19.1343371904,FA index
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,Oleic,12.1662575141,FA
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,Linoleic,1.8966110336,FA
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,Linolenic,0.4798040208,FA
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,Docosahexaenoic,9.5519010154,FA
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,Eicosapentaenoic,4.3095379528,FA
F_244,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.9055806406983032,Arachidonic,1.714498271,FA
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,w3,8.1075702993,FA index
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,w6,3.2348569379,FA index
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,SFA,55.3995300864,FA index
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,MFA,34.17178329159999,FA index
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,PUFA,10.428686622,FA index
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,Oleic,12.3031042317,FA
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,Linoleic,1.1472038031,FA
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,Linolenic,0.2334631879,FA
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,Docosahexaenoic,3.8438538232,FA
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,Eicosapentaenoic,2.8731193429,FA
F_245,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.828125,Arachidonic,1.5350191775,FA
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,w3,2.9488429806000003,FA index
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,w6,2.1538639958,FA index
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,SFA,47.355058572299995,FA index
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,MFA,48.720321449,FA index
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,PUFA,3.924619979,FA index
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,Oleic,13.1809701124,FA
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,Linoleic,1.453944994,FA
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,Linolenic,0.2758579966,FA
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,Docosahexaenoic,0.5655417741,FA
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,Eicosapentaenoic,0.7039675696,FA
F_246,Q320,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8739189804278562,Arachidonic,0.1233468254,FA
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,w3,17.4960199179,FA index
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,w6,4.7814047788,FA index
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,SFA,38.96289099999999,FA index
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,MFA,40.55660384670001,FA index
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,PUFA,20.4805051533,FA index
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,Oleic,11.083007994999999,FA
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,Linoleic,2.7268395019,FA
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,Linolenic,0.9299199585,FA
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,Docosahexaenoic,9.4456980714,FA
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,Eicosapentaenoic,5.1527284471,FA
F_248,Q320,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7689963871679169,Arachidonic,0.691610393,FA
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,w3,6.5610458565,FA index
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,w6,3.3493001966,FA index
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,SFA,50.0888947915,FA index
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,MFA,40.822239921000005,FA index
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,PUFA,9.0888652874,FA index
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,Oleic,14.4175358136,FA
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,Linoleic,1.1424525733,FA
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,Linolenic,0.3209718076,FA
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,Docosahexaenoic,2.2277287858,FA
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,Eicosapentaenoic,2.647438809,FA
F_252,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8705218220977188,Arachidonic,0.9933261872,FA
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,w3,7.507475418,FA index
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,w6,4.4301483796999985,FA index
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,SFA,51.03879967620001,FA index
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,MFA,38.5782973355,FA index
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,PUFA,10.3829029883,FA index
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,Oleic,11.4746073108,FA
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,Linoleic,1.9808513279,FA
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,Linolenic,0.4261305185,FA
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,Docosahexaenoic,1.7804910115,FA
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,Eicosapentaenoic,3.2092007229,FA
F_253,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,5,0.9133610833233808,Arachidonic,0.7564321758,FA
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,w3,17.7729087269,FA index
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,w6,5.8217316499,FA index
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,SFA,48.24183783299999,FA index
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,MFA,29.696226281700003,FA index
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,PUFA,22.0619358855,FA index
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,Oleic,11.1163865953,FA
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,Linoleic,1.9960130448,FA
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,Linolenic,0.4633085535,FA
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,Docosahexaenoic,8.1432192197,FA
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,Eicosapentaenoic,6.8323607311,FA
F_254,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.988709593953286,Arachidonic,2.6788440991,FA
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,w3,0.9669359543,FA index
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,w6,1.7177631591000002,FA index
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,SFA,49.60376505829999,FA index
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,MFA,48.4142720954,FA index
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,PUFA,1.9819628464000003,FA index
