ID,Season,Location,Fjord,Treatment,Sex,Maturity,Age,Fulton,name,value,Type
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,Oleic,17.3033944059,FA
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,Linoleic,0.7768307516,FA
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,Linolenic,0.0740944846,FA
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,Docosahexaenoic,0.0556244221,FA
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,Eicosapentaenoic,0.1211160973,FA
F_260,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,4,0.930428249436514,Arachidonic,0.0198802747,FA
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,w3,15.3932839147,FA index
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,w6,4.402321173,FA index
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,SFA,57.2604066248,FA index
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,MFA,23.300539046499996,FA index
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,PUFA,19.439054328700003,FA index
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,Oleic,8.7660955612,FA
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,Linoleic,0.5319454963,FA
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,Linolenic,0.1753947373,FA
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,Docosahexaenoic,9.2733355257,FA
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,Eicosapentaenoic,5.4202190265,FA
F_291,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,7,0.7352742684375337,Arachidonic,3.1947006412,FA
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,w3,4.681321953199999,FA index
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,w6,2.1653019124999995,FA index
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,SFA,51.2528326404,FA index
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,MFA,42.8992263872,FA index
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,PUFA,5.8479409724,FA index
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,Oleic,11.6938483253,FA
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,Linoleic,1.4363416932,FA
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,Linolenic,0.4376587999,FA
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,Docosahexaenoic,2.1388120375,FA
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,Eicosapentaenoic,0.8274732022,FA
F_292,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,3,0.7342619587517547,Arachidonic,0.1861396403,FA
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,w3,2.5437735582,FA index
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,w6,2.5145036697000003,FA index
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,SFA,41.444065739600006,FA index
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,MFA,54.58493557319999,FA index
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,PUFA,3.9709986871,FA index
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,Oleic,22.6775235532,FA
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,Linoleic,1.4858235318,FA
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,Linolenic,0.398544991,FA
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,Docosahexaenoic,0.4822866553,FA
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,Eicosapentaenoic,0.5286750177,FA
F_293,Q420,Bergsfjord,Bergsfjord,Impact,male,mature,11,0.7345779016557955,Arachidonic,0.0492175628,FA
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,w3,22.4776450089,FA index
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,w6,6.112129048299999,FA index
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,SFA,46.9264389586,FA index
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,MFA,25.1723199753,FA index
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,PUFA,27.901241066,FA index
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,Oleic,8.3872188039,FA
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,Linoleic,1.0969836877,FA
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,Linolenic,0.4084506965,FA
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,Docosahexaenoic,13.7137402409,FA
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,Eicosapentaenoic,7.1544495804,FA
F_294,Q420,Bergsfjord,Bergsfjord,Impact,male,immature,2,0.8380446345164234,Arachidonic,3.5735036946,FA
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,w3,28.8003407782,FA index
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,w6,4.6920911707999995,FA index
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,SFA,29.782939836200004,FA index
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,MFA,36.6810372729,FA index
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,PUFA,33.5360228908,FA index
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,Oleic,14.8096608522,FA
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,Linoleic,2.0777738307,FA
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,Linolenic,2.1213647725,FA
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,Docosahexaenoic,18.5405474323,FA
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,Eicosapentaenoic,7.6740419937,FA
F_296,Q420,Bergsfjord,Bergsfjord,Impact,female,mature,4,0.8432423859265753,Arachidonic,0.4946213965,FA
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,w3,4.1642002148,FA index
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,w6,1.4555662367,FA index
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,SFA,62.6256385044,FA index
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,MFA,32.1376360264,FA index
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,PUFA,5.2367254691,FA index
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,Oleic,13.5475000209,FA
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,Linoleic,0.5747218656,FA
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,Linolenic,0.1916808832,FA
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,Docosahexaenoic,2.2572107459,FA
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,Eicosapentaenoic,1.220890404,FA
F_297,Q420,Bergsfjord,Bergsfjord,Impact,female,immature,2,0.7847065698305368,Arachidonic,0.5337866981,FA
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,w3,15.7438966446,FA index
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,w6,3.5728130561,FA index
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,SFA,33.2053889322,FA index
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,MFA,48.5336439946,FA index
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,PUFA,18.2609670732,FA index
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,Oleic,19.3021593084,FA
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,Linoleic,2.0973715727,FA
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,Linolenic,1.0416289452,FA
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,Docosahexaenoic,7.6972722185,FA
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,Eicosapentaenoic,5.8177296648,FA
F_303,Q420,Frakkfjord,Frakkfjord,Control,male,mature,11,0.937997256515775,Arachidonic,0.4040754165,FA
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,w3,30.1869730105,FA index
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,w6,8.3909223509,FA index
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,SFA,32.2605545808,FA index
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,MFA,31.1191839596,FA index
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,PUFA,36.6202614595,FA index
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,Oleic,19.3259613807,FA
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,Linoleic,2.6018183831,FA
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,Linolenic,0.6441844812,FA
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,Docosahexaenoic,14.5451581278,FA
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,Eicosapentaenoic,12.8086106904,FA
F_37,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,5,0.8760134004285166,Arachidonic,0.6734885428,FA
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,w3,36.3040492738,FA index
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,w6,4.7494483266000005,FA index
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,SFA,33.2130403532,FA index
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,MFA,27.645484643100005,FA index
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,PUFA,39.14147500360001,FA index
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,Oleic,16.4822855771,FA
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,Linoleic,2.4136584261,FA
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,Linolenic,0.5016358293,FA
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,Docosahexaenoic,22.5386311214,FA
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,Eicosapentaenoic,11.1997215865,FA
F_38,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.8969254387908338,Arachidonic,0.6893723002,FA
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,w3,14.563613537599998,FA index
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,w6,4.1901912957,FA index
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,SFA,44.9178155564,FA index
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,MFA,37.333675321399994,FA index
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,PUFA,17.7485091222,FA index
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,Oleic,12.0313564486,FA
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,Linoleic,1.9326028922,FA
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,Linolenic,0.9273071811,FA
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,Docosahexaenoic,5.5767932899,FA
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,Eicosapentaenoic,6.877042318,FA
F_41,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8313593294460642,Arachidonic,0.5696277103,FA
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,w3,33.1698846433,FA index
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,w6,6.675221761999999,FA index
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,SFA,33.11524901889999,FA index
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,MFA,28.8073907579,FA index
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,PUFA,38.077360223,FA index
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,Oleic,17.1986544764,FA
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,Linoleic,2.5888561714,FA
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,Linolenic,0.8211099891,FA
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,Docosahexaenoic,17.2979799589,FA
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,Eicosapentaenoic,13.0714632057,FA
F_42,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8176931486880467,Arachidonic,0.8967399278,FA
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,w3,24.973743977900003,FA index
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,w6,6.832094786800001,FA index
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,SFA,39.2212937833,FA index
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,MFA,30.923997915899996,FA index
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,PUFA,29.8547083008,FA index
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,Oleic,6.131830555,FA
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,Linoleic,2.5509905021,FA
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,Linolenic,0.5998600382,FA
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,Docosahexaenoic,5.4381989598,FA
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,Eicosapentaenoic,16.6676979757,FA
F_45,Q419,Outer Bergsfjord,Bergsfjord,Control,female,immature,5,0.9230366253644317,Arachidonic,0.9933886446,FA
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,w3,12.3817032042,FA index
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,w6,3.1516830779000005,FA index
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,SFA,45.3918195303,FA index
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,MFA,40.194007507,FA index
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,PUFA,14.4141729629,FA index
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,Oleic,13.9844986886,FA
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,Linoleic,1.6155824255,FA
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,Linolenic,0.4963691063,FA
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,Docosahexaenoic,5.789214373,FA
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,Eicosapentaenoic,4.8087499886,FA
F_47,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,3,0.8992,Arachidonic,0.4801466285,FA
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,w3,35.6255060574,FA index
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,w6,5.9774604772,FA index
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,SFA,32.17072928779999,FA index
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,MFA,27.931023333699997,FA index
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,PUFA,39.8982473783,FA index
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,Oleic,17.7886524897,FA
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,Linoleic,2.0845361949,FA
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,Linolenic,0.3798170386,FA
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,Docosahexaenoic,22.2182309317,FA
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,Eicosapentaenoic,11.1515299114,FA
F_48,Q419,Outer Bergsfjord,Bergsfjord,Control,male,mature,4,0.835752772258471,Arachidonic,0.6794734679,FA
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,w3,28.317008787,FA index
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,w6,7.0187287343,FA index
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,SFA,40.9656103797,FA index
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,MFA,25.417685722300003,FA index
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,PUFA,33.616703898000004,FA index
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,Oleic,12.4777896057,FA
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,Linoleic,2.3618745177,FA
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,Linolenic,0.6428408944,FA
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,Docosahexaenoic,15.2695693781,FA
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,Eicosapentaenoic,10.4474436813,FA
F_53,Q419,Outer Bergsfjord,Bergsfjord,Control,female,mature,3,0.8101999726849384,Arachidonic,0.998844849,FA
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,w3,40.1250811178,FA index
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,w6,4.640886215,FA index
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,SFA,37.13524334230001,FA index
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,MFA,20.0728341139,FA index
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,PUFA,42.7919225439,FA index
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,Oleic,11.883984869,FA
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,Linoleic,2.3057731568,FA
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,Linolenic,0.3317283679,FA
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,Docosahexaenoic,23.4824775125,FA
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,Eicosapentaenoic,14.0375138555,FA
F_54,Q419,Bergsfjord,Bergsfjord,Impact,female,immature,3,0.8673178061607814,Arachidonic,0.650844881,FA
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,w3,9.9277092286,FA index
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,w6,3.4529850344999997,FA index
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,SFA,49.874444285900005,FA index
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,MFA,37.7022531642,FA index
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,PUFA,12.42330255,FA index
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,Oleic,20.6827737913,FA
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,Linoleic,1.8964366384,FA
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,Linolenic,0.9390449253,FA
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,Docosahexaenoic,4.1691061941,FA
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,Eicosapentaenoic,3.5128474188,FA
F_55,Q419,Outer Bergsfjord,Bergsfjord,Control,male,immature,4,0.940466392318244,Arachidonic,0.6788790773,FA
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,w3,28.6794421166,FA index
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,w6,4.929848217299999,FA index
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,SFA,30.6333197691,FA index
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,MFA,38.242995979099994,FA index
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,PUFA,31.1236842518,FA index
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,Oleic,20.1471668371,FA
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,Linoleic,2.7861240102,FA
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,Linolenic,0.3005179281,FA
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,Docosahexaenoic,16.0302277238,FA
F_57,Q419,Bergsfjord,Bergsfjord,Impact,female,mature,8,1.0731072937296535,Eicosapentaenoic,9.6005948826,FA
